participant_id,participant_longitude,participant_latitude,participant_zip_code,participant_city,participant_state,age,gender,hispanic_or_latino,race,race_self_identify_text,education_level,languages_home,languages_home_other,last_flood_experience,flood_preparation_actions,flood_response_actions,flood_map_experience,flood_map_experience_other,selected_folder,selected_image,image_longitude,image_latitude,image_zip_code,image_city,image_state,flood_risk_severity,flood_frequency,flood_risk_understanding,confidence_in_map,likely_to_buy_property,likely_to_rent_property,likely_to_buy_insurance,likely_to_take_preventive_actions,use_flood_maps_frequency,ease_of_interpretation,additional_comments
169,-97.822,37.751,99502,Anchorage,Alaska,25 to 34   ,Male,No,White ,,Master’s degree  ,English ,,2022,Did not take any action to prepare,"Contacted emergency services or authorities,Moved to a shelter or safe location","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,fema,location_15,-95.584033,30.042703,77375,Tomball,Texas,High,1 years,Very well,Somewhat confident,Very likely,Very likely,Somewhat likely,Very likely,Always,Somewhat difficult,good
170,-97.822,37.751,78660,Pflugerville,Texas,25 to 34   ,Female,Yes,Middle Eastern or Noth African ,,Bachelor’s degree (4-year college)  ,English ,,2020,"Secured important documents and valuables,Moved belongings to higher ground,Created an emergency plan with family or household members","Evacuated from the area,Stayed inside and monitored flood updates,Began cleanup and damage assessment immediately","Yes, academically (e.g., as part of a course or research project) ",,historical_images,location_251,-81.8706596,26.643741,33901,Fort Myers,Florida,Low,2,Slightly well,Very confident,Somewhat likely,Neither likely nor unlikely,Somewhat likely,Somewhat likely,Sometimes,Somewhat difficult,
170,-97.822,37.751,78660,Pflugerville,Texas,25 to 34   ,Female,Yes,Middle Eastern or Noth African ,,Bachelor’s degree (4-year college)  ,English ,,2020,"Secured important documents and valuables,Moved belongings to higher ground,Created an emergency plan with family or household members","Evacuated from the area,Stayed inside and monitored flood updates,Began cleanup and damage assessment immediately","Yes, academically (e.g., as part of a course or research project) ",,historical_images,location_157,-76.486571,38.9760689,21411,Annapolis,Maryland,Moderate,2,Slightly well,Very confident,Somewhat likely,Somewhat likely,Somewhat likely,Very likely,Often,Somewhat difficult,
171,-97.822,37.751,99502,Anchorage,Alaska,25 to 34   ,Male,No,White ,,Master’s degree  ,English ,,2022,Created an emergency plan with family or household members,"Contacted emergency services or authorities,Moved to a shelter or safe location,Assisted neighbors or community members","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,climate_central,location_256,-81.31143,28.57059,32814,Orlando,Florida,Very High,1 years,Slightly well,Extremely confident,Very likely,Very likely,Somewhat likely,Very likely,Always,Extremely difficult,good
171,-97.822,37.751,99502,Anchorage,Alaska,25 to 34   ,Male,No,White ,,Master’s degree  ,English ,,2022,Created an emergency plan with family or household members,"Contacted emergency services or authorities,Moved to a shelter or safe location,Assisted neighbors or community members","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,climate_central,location_100,-95.8908807,29.7677954,77423,Brookshire,Texas,Very Low,once every 3 years,Very well,Somewhat confident,Neither likely nor unlikely,Neither likely nor unlikely,Very likely,Very likely,Always,Extremely difficult,good
172,-97.822,37.751,32835,Orlando,Florida,25 to 34   ,Male,No,White ,,Master’s degree  ,English ,,2021,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables","Evacuated from the area,Contacted emergency services or authorities","Yes, academically (e.g., as part of a course or research project) ",,noaa,location_27,-91.540762,41.665818,52242,Iowa city,Iowa,Very High,2,Moderately well,Slightly confident,Very likely,Somewhat likely,Neither likely nor unlikely,Somewhat likely,Often,Somewhat difficult,very useful
172,-97.822,37.751,32835,Orlando,Florida,25 to 34   ,Male,No,White ,,Master’s degree  ,English ,,2021,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables","Evacuated from the area,Contacted emergency services or authorities","Yes, academically (e.g., as part of a course or research project) ",,noaa,location_68,-76.517833,41.962691,18810,Athens,Pennsylvania,Very High,3,Very well,Slightly confident,Somewhat likely,Somewhat likely,Very likely,Somewhat likely,Always,Somewhat easy,nice
173,-97.822,37.751,99502,Anchorage,Alaska,25 to 34   ,Male,No,White ,,Master’s degree  ,English ,,2021,"Installed flood barriers or sandbags,Created an emergency plan with family or household members","Evacuated from the area,Contacted emergency services or authorities","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,historical_images,location_153,-122.50922,37.8711566,94965,Marin City,California,High,once every 3 years,Very well,Extremely confident,Very likely,Somewhat likely,Very likely,Very likely,Always,Somewhat difficult,good
173,-97.822,37.751,99502,Anchorage,Alaska,25 to 34   ,Male,No,White ,,Master’s degree  ,English ,,2021,"Installed flood barriers or sandbags,Created an emergency plan with family or household members","Evacuated from the area,Contacted emergency services or authorities","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,historical_images,location_10,-84.414844,37.402735,40409,Brodhead,Kentucky,Very Low,once every 3 years,Extremely well,Extremely confident,Very likely,Very likely,Very likely,Very likely,Always,Extremely difficult,good
174,-97.822,37.751,34223,Englewood,Florida,25 to 34   ,Male,Yes,White ,,Master’s degree  ,English ,,Before 2010,"Secured important documents and valuables,Moved belongings to higher ground","Moved to a shelter or safe location,Used a generator or backup power supply","Yes, academically (e.g., as part of a course or research project) ",,climate_central,location_204,-90.1085218,32.3820072,39211,Jackson,Mississippi,Moderate,4,Moderately well,Slightly confident,Neither likely nor unlikely,Somewhat unlikely,Neither likely nor unlikely,Somewhat unlikely,Never,Neither easy nor difficult,nice
174,-97.822,37.751,34223,Englewood,Florida,25 to 34   ,Male,Yes,White ,,Master’s degree  ,English ,,Before 2010,"Secured important documents and valuables,Moved belongings to higher ground","Moved to a shelter or safe location,Used a generator or backup power supply","Yes, academically (e.g., as part of a course or research project) ",,climate_central,location_206,-95.410548,30.040159,77373,Spring,Texas,Moderate,4,Very well,Somewhat confident,Neither likely nor unlikely,Somewhat unlikely,Neither likely nor unlikely,Somewhat unlikely,Sometimes,Somewhat easy,Nice
175,-97.822,37.751,11418,Richmond Hill,New York,35 to 44   ,Male,Yes,White ,,Master’s degree  ,English ,,Before 2010,Evacuated to a safer location before the flood,Evacuated from the area,"Yes, personally (e.g., for personal interest or home planning) ",,historical_images,location_55,-95.45583333,40.24916667,64446,Corning,Missouri,High,once every 4 years,Extremely well,Very confident,Very likely,Somewhat likely,Somewhat likely,Very likely,Always,Extremely easy,Nice survey
175,-97.822,37.751,11418,Richmond Hill,New York,35 to 44   ,Male,Yes,White ,,Master’s degree  ,English ,,Before 2010,Evacuated to a safer location before the flood,Evacuated from the area,"Yes, personally (e.g., for personal interest or home planning) ",,historical_images,location_3,-95.479941,29.676048,77031,Houston,Texas,Very High,once every 4 years,Extremely well,Extremely confident,Somewhat likely,Somewhat likely,Very likely,Somewhat likely,Often,Somewhat easy,Nice survey
176,-97.822,37.751,20120,Centreville,Virginia,25 to 34   ,Male,Yes,Asian ,,Bachelor’s degree (4-year college)  ,English ,,2023,"Stocked up on food, water, and emergency supplies,Installed flood barriers or sandbags","Used a generator or backup power supply,Relocated valuables to safer areas","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,google_maps,location_55,-95.45583333,40.24916667,64446,Corning,Missouri,Low,1 year,Slightly well,Somewhat confident,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Sometimes,Somewhat difficult,nice
176,-97.822,37.751,20120,Centreville,Virginia,25 to 34   ,Male,Yes,Asian ,,Bachelor’s degree (4-year college)  ,English ,,2023,"Stocked up on food, water, and emergency supplies,Installed flood barriers or sandbags","Used a generator or backup power supply,Relocated valuables to safer areas","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,google_maps,location_131,-84.16422,36.7293576,40769,Williamsburg,Kentucky,Moderate,1 ,Slightly well,Very confident,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Sometimes,Somewhat difficult,nice
177,-80.0491,26.7158,46143,Greenwood,Indiana,25 to 34   ,Female,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2021,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground","Contacted emergency services or authorities,Moved to a shelter or safe location,Used a generator or backup power supply","Yes, academically (e.g., as part of a course or research project) ",,noaa,location_58,-95.1213862,37.1649035,67356,Oswego,Kansas,High,once every 2 years,Very well,Somewhat confident,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Sometimes,Somewhat easy,none
177,-80.0491,26.7158,46143,Greenwood,Indiana,25 to 34   ,Female,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2021,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground","Contacted emergency services or authorities,Moved to a shelter or safe location,Used a generator or backup power supply","Yes, academically (e.g., as part of a course or research project) ",,noaa,location_141,-74.110511,40.8659063,7026,Garfield,New Jersey,High,once every 2 years,Very well,Very confident,Very likely,Somewhat likely,Somewhat likely,Somewhat likely,Sometimes,Somewhat difficult,none
178,-97.822,37.751,10009,New York City,New York,35 to 44   ,Male,Yes,White ,,Master’s degree  ,English ,,2023,"Secured important documents and valuables,Installed flood barriers or sandbags,Created an emergency plan with family or household members","Contacted emergency services or authorities,Assisted neighbors or community members,Stayed inside and monitored flood updates","Yes, academically (e.g., as part of a course or research project) ",,fema,location_155,-72.7967995,41.5394989,6450,Meriden,Connecticut,High,once every 2 years,Very well,Somewhat confident,Somewhat likely,Very likely,Neither likely nor unlikely,Very likely,Sometimes,Somewhat easy,nothing
178,-97.822,37.751,10009,New York City,New York,35 to 44   ,Male,Yes,White ,,Master’s degree  ,English ,,2023,"Secured important documents and valuables,Installed flood barriers or sandbags,Created an emergency plan with family or household members","Contacted emergency services or authorities,Assisted neighbors or community members,Stayed inside and monitored flood updates","Yes, academically (e.g., as part of a course or research project) ",,fema,location_99,-74.0257697,40.9494507,7649,Oradell,New Jersey,Moderate,once every 1 year,Moderately well,Very confident,Somewhat likely,Neither likely nor unlikely,Somewhat likely,Very likely,Often,Somewhat easy,nothing
179,-97.822,37.751,32835,Orlando,Florida,35 to 44   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2020,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground","Evacuated from the area,Contacted emergency services or authorities","Yes, academically (e.g., as part of a course or research project) ",,fema,location_102,-90.0701664,30.353864,70448,Mandeville,Louisiana,High,2,Extremely well,Slightly confident,Very likely,Somewhat likely,Very likely,Somewhat likely,Always,Somewhat difficult,nice
